touch_id,user_id,touch_ts,touch_channel,campaign_id,campaign_type,offer_type,opened_flag,clicked_flag,converted_within_7d_flag,converted_trip_id,treatment_group_demo,touch_cost
M0008325,U01373,2026-03-13T00:00:00,Push,DIS_031,Discount,20% скидка,False,False,False,,treatment_b,1.44
M0008326,U01373,2026-01-10T00:00:00,Retargeting,RET_033,Retention,20% скидка,False,False,False,,treatment_a,13.87
M0008327,U01373,2025-09-22T00:00:00,Push,RET_003,Retention,Пробный Ride Pass,False,False,False,,treatment_a,5.67
M0008328,U01373,2026-02-25T00:00:00,Email,RET_025,Retention,Без оффера,False,False,False,,treatment_b,3.27
M0008329,U01374,2026-02-10T00:00:00,In-App,REA_014,Reactivation,20% скидка,True,False,False,,treatment_a,9.06
M0008330,U01374,2025-10-12T00:00:00,SMS,RET_006,Retention,Без оффера,True,False,False,,treatment_a,13.49
M0008331,U01374,2025-04-24T00:00:00,Retargeting,DIS_002,Discount,20% скидка,False,False,False,,treatment_a,27.63
M0008332,U01374,2025-05-25T00:00:00,Retargeting,WEL_026,Welcome,10% скидка,False,False,False,,treatment_a,3.62
M0008333,U01374,2026-02-13T00:00:00,Retargeting,DIS_001,Discount,Без оффера,False,False,False,,control,17.78
M0008334,U01375,2025-12-09T00:00:00,In-App,DIS_038,Discount,Без оффера,True,True,False,,treatment_a,19.99
M0008335,U01375,2024-12-27T00:00:00,SMS,DIS_038,Discount,15% скидка,False,False,False,,treatment_a,8.22
M0008336,U01375,2025-09-20T00:00:00,SMS,WEL_012,Welcome,Без оффера,False,False,False,,treatment_a,9.72
M0008337,U01376,2025-07-12T00:00:00,Email,RET_034,Retention,10% скидка,False,False,False,,treatment_a,9.84
M0008338,U01376,2024-04-01T00:00:00,In-App,WEL_034,Welcome,5% скидка,True,False,False,,treatment_b,0.9
M0008339,U01376,2024-11-06T00:00:00,Push,WEL_028,Welcome,10% скидка,True,False,False,,treatment_a,24.13
M0008340,U01376,2025-04-01T00:00:00,In-App,WEL_014,Welcome,Без оффера,False,False,False,,treatment_b,23.99
M0008341,U01377,2026-01-16T00:00:00,Push,REA_018,Reactivation,15% скидка,False,False,False,,treatment_a,22.24
M0008342,U01377,2024-06-01T00:00:00,Push,RET_031,Retention,20% скидка,True,False,False,,control,2.81
M0008343,U01377,2026-01-02T00:00:00,Email,DIS_019,Discount,Пробный Ride Pass,False,False,False,,treatment_a,28.07
M0008344,U01377,2025-03-07T00:00:00,In-App,SER_037,Service,Без оффера,True,False,False,,treatment_a,17.74
M0008345,U01378,2026-01-15T00:00:00,SMS,DIS_008,Discount,10% скидка,True,False,False,,treatment_a,23.58
M0008346,U01378,2025-06-10T00:00:00,Push,DIS_021,Discount,Без оффера,True,False,False,,control,16.6
M0008347,U01378,2025-04-28T00:00:00,SMS,DIS_005,Discount,Без оффера,True,False,False,,treatment_a,3.39
M0008348,U01378,2025-12-24T00:00:00,Email,WEL_005,Welcome,5% скидка,False,False,False,,treatment_a,22.06
M0008349,U01378,2024-07-22T00:00:00,Retargeting,RET_039,Retention,10% скидка,False,False,False,,treatment_a,19.38
M0008350,U01378,2025-07-08T00:00:00,Retargeting,SUB_031,Subscription,Без оффера,False,False,False,,treatment_a,23.18
M0008351,U01378,2024-07-30T00:00:00,In-App,DIS_023,Discount,15% скидка,True,False,False,,treatment_a,1.7
M0008352,U01379,2025-09-11T00:00:00,In-App,DIS_010,Discount,5% скидка,True,True,False,,control,16.7
M0008353,U01379,2026-01-19T00:00:00,Push,REA_034,Reactivation,10% скидка,False,False,False,,treatment_a,8.22
M0008354,U01379,2026-03-16T00:00:00,Retargeting,WEL_025,Welcome,15% скидка,True,False,False,,treatment_a,14.84
M0008355,U01379,2025-09-03T00:00:00,Push,SUB_024,Subscription,5% скидка,True,False,False,,treatment_a,25.67
M0008356,U01379,2024-11-28T00:00:00,Push,REA_008,Reactivation,5% скидка,False,False,True,T0014249,treatment_a,25.66
M0008357,U01379,2024-10-08T00:00:00,Email,WEL_038,Welcome,Без оффера,False,False,False,,treatment_b,18.86
M0008358,U01379,2026-02-26T00:00:00,In-App,DIS_018,Discount,20% скидка,True,False,False,,treatment_a,21.05
M0008359,U01379,2026-03-04T00:00:00,Push,WEL_002,Welcome,10% скидка,False,False,False,,treatment_a,3.22
M0008360,U01379,2026-01-02T00:00:00,Push,WEL_030,Welcome,5% скидка,False,False,False,,treatment_b,12.03
M0008361,U01380,2025-10-06T00:00:00,In-App,DIS_007,Discount,Без оффера,True,False,False,,control,15.32
M0008362,U01380,2025-12-08T00:00:00,Push,REA_017,Reactivation,10% скидка,True,True,False,,treatment_a,5.31
M0008363,U01380,2026-03-24T00:00:00,Push,DIS_014,Discount,15% скидка,False,False,False,,treatment_b,14.42
M0008364,U01380,2025-06-21T00:00:00,SMS,WEL_034,Welcome,5% скидка,False,False,False,,treatment_a,5.86
M0008365,U01380,2025-05-27T00:00:00,In-App,RET_021,Retention,5% скидка,True,False,False,,treatment_a,14.37
M0008366,U01380,2025-06-26T00:00:00,In-App,DIS_020,Discount,10% скидка,False,False,False,,treatment_a,31.98
M0008367,U01380,2025-08-17T00:00:00,Email,DIS_007,Discount,5% скидка,False,False,False,,treatment_a,26.71
M0008368,U01382,2024-09-11T00:00:00,In-App,DIS_008,Discount,20% скидка,False,False,False,,control,17.51
M0008369,U01382,2024-12-25T00:00:00,Retargeting,SUB_023,Subscription,5% скидка,False,False,False,,treatment_a,31.11
M0008370,U01382,2025-04-29T00:00:00,In-App,DIS_033,Discount,Без оффера,True,False,False,,control,4.5
M0008371,U01383,2024-06-29T00:00:00,Retargeting,WEL_016,Welcome,15% скидка,False,False,False,,treatment_a,15.26
M0008372,U01383,2025-08-30T00:00:00,In-App,DIS_006,Discount,Без оффера,False,False,False,,treatment_a,11.04
M0008373,U01384,2025-04-30T00:00:00,In-App,DIS_038,Discount,10% скидка,True,True,False,,treatment_a,13.72
M0008374,U01384,2025-04-27T00:00:00,SMS,DIS_004,Discount,15% скидка,True,False,False,,treatment_a,15.42
M0008375,U01384,2025-04-13T00:00:00,Retargeting,SUB_014,Subscription,15% скидка,False,False,False,,control,19.59
M0008376,U01384,2025-10-04T00:00:00,SMS,DIS_037,Discount,5% скидка,False,False,False,,treatment_a,6.27
M0008377,U01384,2026-03-05T00:00:00,In-App,WEL_019,Welcome,10% скидка,False,False,False,,treatment_b,8.56
M0008378,U01384,2025-06-13T00:00:00,SMS,SER_004,Service,Без оффера,False,False,False,,treatment_a,0.87
M0008379,U01384,2025-04-22T00:00:00,Retargeting,REA_033,Reactivation,5% скидка,True,True,False,,treatment_a,29.87
M0008380,U01385,2026-01-23T00:00:00,Push,SER_029,Service,10% скидка,False,False,False,,treatment_a,14.11
M0008381,U01385,2026-01-06T00:00:00,Push,WEL_029,Welcome,15% скидка,False,False,False,,treatment_b,18.05
M0008382,U01386,2026-02-15T00:00:00,Retargeting,DIS_032,Discount,10% скидка,True,False,False,,control,2.98
M0008383,U01386,2026-03-29T00:00:00,Push,REA_038,Reactivation,Без оффера,True,False,False,,control,26.93
M0008384,U01386,2026-02-22T00:00:00,Push,DIS_022,Discount,15% скидка,True,True,False,,treatment_a,18.69
M0008385,U01386,2026-01-24T00:00:00,In-App,WEL_037,Welcome,5% скидка,True,False,False,,control,11.96
M0008386,U01386,2026-01-08T00:00:00,Push,REA_036,Reactivation,Без оффера,True,False,False,,control,9.24
M0008387,U01386,2026-03-02T00:00:00,Push,RET_014,Retention,5% скидка,True,True,False,,treatment_a,6.87
M0008388,U01387,2025-10-28T00:00:00,Push,REA_012,Reactivation,20% скидка,True,False,False,,treatment_a,11.98
M0008389,U01387,2024-12-11T00:00:00,Push,WEL_035,Welcome,10% скидка,True,False,False,,treatment_a,24.93
M0008390,U01387,2025-03-01T00:00:00,Retargeting,REA_036,Reactivation,10% скидка,True,False,False,,treatment_a,23.19
M0008391,U01387,2026-02-26T00:00:00,Email,REA_022,Reactivation,10% скидка,False,False,False,,treatment_a,11.91
M0008392,U01388,2024-06-26T00:00:00,Retargeting,REA_016,Reactivation,20% скидка,False,False,False,,treatment_a,18.82
M0008393,U01388,2025-08-22T00:00:00,In-App,SER_022,Service,10% скидка,True,False,False,,treatment_b,28.05
M0008394,U01389,2025-12-16T00:00:00,Push,REA_033,Reactivation,15% скидка,True,False,False,,treatment_b,1.69
M0008395,U01389,2025-12-22T00:00:00,Push,SER_017,Service,15% скидка,False,False,False,,treatment_b,11.57
M0008396,U01389,2025-12-21T00:00:00,Push,DIS_025,Discount,10% скидка,True,False,False,,treatment_a,5.11
M0008397,U01389,2026-01-26T00:00:00,Retargeting,REA_014,Reactivation,15% скидка,False,False,False,,treatment_a,27.68
M0008398,U01389,2026-02-08T00:00:00,In-App,RET_023,Retention,10% скидка,True,False,False,,treatment_a,27.56
M0008399,U01389,2025-10-27T00:00:00,Email,DIS_012,Discount,Без оффера,False,False,False,,treatment_a,12.25
M0008400,U01390,2026-02-25T00:00:00,Push,DIS_026,Discount,10% скидка,True,True,False,,control,28.24
M0008401,U01390,2026-03-27T00:00:00,Retargeting,DIS_038,Discount,20% скидка,False,False,False,,treatment_a,5.86
M0008402,U01390,2026-02-12T00:00:00,In-App,RET_021,Retention,5% скидка,True,False,False,,treatment_b,18.05
M0008403,U01390,2026-03-19T00:00:00,In-App,SER_038,Service,Без оффера,True,False,False,,treatment_a,25.27
M0008404,U01390,2026-03-13T00:00:00,Push,DIS_009,Discount,5% скидка,True,False,False,,treatment_a,4.74
M0008405,U01390,2026-02-20T00:00:00,Retargeting,RET_026,Retention,10% скидка,False,False,False,,treatment_a,6.38
M0008406,U01391,2025-02-28T00:00:00,SMS,SUB_012,Subscription,15% скидка,False,False,False,,treatment_a,6.42
M0008407,U01391,2025-10-09T00:00:00,Retargeting,DIS_031,Discount,10% скидка,False,False,False,,treatment_a,12.44
M0008408,U01391,2024-09-28T00:00:00,In-App,SUB_006,Subscription,10% скидка,False,False,False,,treatment_a,17.55
M0008409,U01391,2025-04-20T00:00:00,Push,RET_015,Retention,5% скидка,False,False,False,,treatment_a,18.25
M0008410,U01391,2025-04-02T00:00:00,SMS,RET_016,Retention,10% скидка,False,False,False,,treatment_a,17.85
M0008411,U01391,2024-07-20T00:00:00,Email,DIS_023,Discount,15% скидка,False,False,False,,treatment_a,22.13
M0008412,U01391,2024-06-19T00:00:00,Push,RET_017,Retention,15% скидка,False,False,False,,treatment_b,18.79
M0008413,U01391,2024-09-07T00:00:00,Email,DIS_024,Discount,10% скидка,False,False,False,,treatment_b,2.99
M0008414,U01391,2025-05-03T00:00:00,Push,DIS_024,Discount,20% скидка,True,False,False,,treatment_b,17.0
M0008415,U01392,2026-02-14T00:00:00,In-App,RET_018,Retention,20% скидка,False,False,True,T0014365,treatment_a,14.83
M0008416,U01392,2026-03-21T00:00:00,In-App,RET_010,Retention,Без оффера,False,False,False,,treatment_a,1.27
M0008417,U01392,2026-02-25T00:00:00,Push,REA_019,Reactivation,20% скидка,False,False,False,,control,17.85
M0008418,U01392,2026-02-22T00:00:00,Push,REA_030,Reactivation,Без оффера,False,False,False,,treatment_b,23.99
M0008419,U01392,2026-01-29T00:00:00,In-App,DIS_038,Discount,5% скидка,True,False,False,,treatment_a,26.58
M0008420,U01393,2025-01-16T00:00:00,SMS,REA_008,Reactivation,15% скидка,False,False,False,,treatment_a,17.24
M0008421,U01393,2024-05-28T00:00:00,Retargeting,WEL_027,Welcome,5% скидка,True,False,False,,control,30.71
M0008422,U01393,2024-12-06T00:00:00,SMS,DIS_006,Discount,Без оффера,False,False,False,,treatment_a,16.09
M0008423,U01394,2025-11-24T00:00:00,SMS,RET_006,Retention,Без оффера,False,False,False,,control,13.24
M0008424,U01394,2025-12-28T00:00:00,Push,DIS_034,Discount,10% скидка,False,False,False,,treatment_a,9.45
M0008425,U01394,2025-11-09T00:00:00,Push,RET_037,Retention,15% скидка,True,False,False,,treatment_b,15.12
M0008426,U01394,2025-12-24T00:00:00,Email,DIS_029,Discount,20% скидка,False,False,True,T0014417,treatment_a,15.61
M0008427,U01394,2026-01-16T00:00:00,Email,REA_035,Reactivation,10% скидка,True,False,False,,control,11.56
M0008428,U01394,2026-03-03T00:00:00,Push,DIS_011,Discount,20% скидка,False,False,False,,treatment_b,21.43
M0008429,U01394,2026-01-07T00:00:00,In-App,SUB_006,Subscription,10% скидка,False,False,False,,treatment_a,17.88
M0008430,U01394,2026-03-04T00:00:00,In-App,DIS_028,Discount,5% скидка,True,True,False,,control,31.55
M0008431,U01395,2025-10-31T00:00:00,Email,REA_009,Reactivation,5% скидка,False,False,False,,control,23.65
M0008432,U01395,2025-08-10T00:00:00,In-App,REA_029,Reactivation,15% скидка,True,False,False,,treatment_a,24.07
M0008433,U01395,2024-09-04T00:00:00,Push,REA_010,Reactivation,5% скидка,False,False,False,,treatment_b,19.14
M0008434,U01395,2024-12-21T00:00:00,Retargeting,RET_021,Retention,5% скидка,False,False,False,,treatment_b,18.18
M0008435,U01395,2025-10-13T00:00:00,In-App,RET_005,Retention,Без оффера,True,True,False,,treatment_a,6.14
M0008436,U01395,2025-03-22T00:00:00,In-App,SUB_038,Subscription,Без оффера,True,False,False,,treatment_a,7.63
M0008437,U01396,2025-10-02T00:00:00,Push,WEL_001,Welcome,Без оффера,False,False,False,,treatment_b,6.39
M0008438,U01396,2025-09-12T00:00:00,Email,WEL_026,Welcome,Без оффера,True,False,False,,treatment_b,20.42
M0008439,U01396,2026-03-11T00:00:00,Email,RET_025,Retention,5% скидка,False,False,False,,treatment_a,21.6
M0008440,U01396,2026-01-31T00:00:00,Email,SUB_037,Subscription,5% скидка,False,False,True,T0014450,treatment_a,5.02
M0008441,U01396,2025-10-17T00:00:00,Push,SUB_009,Subscription,5% скидка,True,False,False,,treatment_a,31.83
M0008442,U01396,2025-10-31T00:00:00,Push,REA_027,Reactivation,Без оффера,False,False,False,,treatment_a,28.17
M0008443,U01396,2025-09-12T00:00:00,In-App,SUB_007,Subscription,Без оффера,True,True,False,,treatment_a,16.76
M0008444,U01396,2026-01-13T00:00:00,Email,SUB_008,Subscription,Без оффера,False,False,False,,control,29.65
M0008445,U01396,2026-03-08T00:00:00,Push,WEL_014,Welcome,10% скидка,False,False,False,,treatment_a,25.03
M0008446,U01397,2024-07-03T00:00:00,Push,DIS_016,Discount,Без оффера,False,False,False,,treatment_a,15.53
M0008447,U01397,2024-08-24T00:00:00,Push,RET_018,Retention,Без оффера,True,True,False,,treatment_a,19.97
M0008448,U01397,2024-08-11T00:00:00,In-App,WEL_019,Welcome,Без оффера,True,True,False,,treatment_b,18.45
M0008449,U01397,2025-07-08T00:00:00,Retargeting,WEL_021,Welcome,10% скидка,False,False,False,,treatment_a,6.96
M0008450,U01397,2024-08-19T00:00:00,Push,REA_034,Reactivation,5% скидка,False,False,False,,control,28.12
M0008451,U01397,2025-02-22T00:00:00,Email,RET_021,Retention,10% скидка,True,False,False,,treatment_a,14.71
M0008452,U01397,2025-05-03T00:00:00,In-App,DIS_023,Discount,15% скидка,True,False,False,,treatment_a,31.3
M0008453,U01398,2026-02-20T00:00:00,In-App,REA_019,Reactivation,15% скидка,False,False,False,,treatment_a,28.17
M0008454,U01398,2026-03-14T00:00:00,Push,WEL_017,Welcome,Без оффера,True,True,False,,treatment_b,9.28
M0008455,U01398,2026-03-03T00:00:00,SMS,RET_015,Retention,Без оффера,False,False,False,,treatment_a,22.71
M0008456,U01398,2026-01-28T00:00:00,In-App,REA_010,Reactivation,Без оффера,True,True,False,,treatment_a,7.95
M0008457,U01398,2026-02-22T00:00:00,In-App,SUB_010,Subscription,Без оффера,False,False,False,,treatment_b,28.5
M0008458,U01398,2026-01-18T00:00:00,Email,WEL_023,Welcome,Без оффера,False,False,False,,treatment_a,17.34
M0008459,U01399,2025-06-02T00:00:00,In-App,DIS_020,Discount,15% скидка,True,True,False,,treatment_a,7.63
M0008460,U01399,2025-12-02T00:00:00,Retargeting,REA_013,Reactivation,5% скидка,False,False,False,,treatment_a,20.03
M0008461,U01399,2025-06-04T00:00:00,Push,RET_035,Retention,Без оффера,False,False,False,,control,21.93
M0008462,U01399,2025-08-12T00:00:00,SMS,REA_004,Reactivation,15% скидка,True,True,False,,treatment_b,0.92
M0008463,U01399,2025-08-05T00:00:00,Push,REA_029,Reactivation,10% скидка,False,False,False,,treatment_a,1.43
M0008464,U01399,2025-01-16T00:00:00,Retargeting,WEL_028,Welcome,15% скидка,False,False,False,,treatment_a,9.63
M0008465,U01399,2025-01-25T00:00:00,Push,RET_020,Retention,Без оффера,False,False,False,,treatment_a,31.64
M0008466,U01400,2026-03-24T00:00:00,Retargeting,RET_027,Retention,10% скидка,False,False,False,,treatment_a,13.3
M0008467,U01400,2025-10-31T00:00:00,Retargeting,RET_037,Retention,Пробный Ride Pass,False,False,False,,treatment_a,29.78
M0008468,U01400,2025-10-28T00:00:00,SMS,REA_028,Reactivation,Без оффера,False,False,False,,control,7.48
M0008469,U01400,2026-03-27T00:00:00,Push,RET_039,Retention,5% скидка,True,False,False,,treatment_b,19.23
M0008470,U01400,2025-09-08T00:00:00,In-App,WEL_010,Welcome,15% скидка,True,True,False,,treatment_a,2.94
M0008471,U01400,2026-01-25T00:00:00,Retargeting,DIS_018,Discount,10% скидка,False,False,False,,treatment_a,15.79
M0008472,U01401,2025-11-13T00:00:00,In-App,DIS_021,Discount,Без оффера,False,False,True,T0014502,treatment_a,26.96
M0008473,U01401,2026-03-22T00:00:00,In-App,RET_005,Retention,Без оффера,False,False,False,,treatment_a,31.63
M0008474,U01401,2025-10-14T00:00:00,Push,REA_008,Reactivation,5% скидка,False,False,False,,control,13.36
M0008475,U01401,2025-12-26T00:00:00,In-App,SUB_017,Subscription,10% скидка,True,False,False,,treatment_a,22.79
M0008476,U01402,2025-06-29T00:00:00,Push,RET_038,Retention,15% скидка,True,False,False,,control,29.15
M0008477,U01402,2025-01-20T00:00:00,Push,DIS_006,Discount,Без оффера,False,False,False,,treatment_a,29.92
M0008478,U01402,2025-08-10T00:00:00,In-App,DIS_006,Discount,10% скидка,True,True,False,,treatment_b,12.41
M0008479,U01403,2026-02-07T00:00:00,Push,SER_011,Service,15% скидка,False,False,False,,treatment_a,9.53
M0008480,U01403,2025-12-31T00:00:00,Push,DIS_034,Discount,Без оффера,True,False,False,,treatment_a,6.45
M0008481,U01403,2025-10-24T00:00:00,Push,WEL_006,Welcome,Без оффера,False,False,False,,treatment_b,18.4
M0008482,U01404,2025-11-07T00:00:00,In-App,SUB_031,Subscription,Без оффера,False,False,False,,treatment_b,21.73
M0008483,U01404,2025-11-14T00:00:00,SMS,WEL_020,Welcome,Без оффера,True,False,True,T0014538,treatment_a,10.3
M0008484,U01405,2024-07-07T00:00:00,In-App,DIS_022,Discount,10% скидка,True,False,False,,treatment_b,9.78
M0008485,U01405,2025-12-29T00:00:00,Push,REA_031,Reactivation,10% скидка,True,True,False,,treatment_a,18.99
M0008486,U01406,2025-06-15T00:00:00,Push,WEL_009,Welcome,5% скидка,False,False,False,,control,19.85
M0008487,U01406,2025-10-23T00:00:00,Email,DIS_027,Discount,10% скидка,False,False,False,,treatment_b,25.23
M0008488,U01406,2026-03-06T00:00:00,Retargeting,WEL_001,Welcome,15% скидка,False,False,False,,treatment_a,29.23
M0008489,U01406,2026-03-14T00:00:00,Push,SER_024,Service,10% скидка,False,False,False,,control,4.45
M0008490,U01406,2026-03-16T00:00:00,Push,DIS_012,Discount,10% скидка,False,False,False,,control,17.82
M0008491,U01406,2026-03-17T00:00:00,In-App,SER_008,Service,10% скидка,True,False,False,,treatment_a,23.84
M0008492,U01406,2025-07-30T00:00:00,Push,REA_033,Reactivation,10% скидка,True,False,False,,treatment_a,26.68
M0008493,U01406,2025-12-07T00:00:00,SMS,DIS_030,Discount,Без оффера,True,True,True,T0014571,treatment_b,31.63
M0008494,U01406,2026-03-28T00:00:00,SMS,RET_012,Retention,10% скидка,True,True,True,T0014578,treatment_b,24.44
M0008495,U01407,2026-03-29T00:00:00,Email,WEL_019,Welcome,5% скидка,False,False,False,,treatment_b,26.42
M0008496,U01407,2026-03-22T00:00:00,Email,DIS_021,Discount,15% скидка,True,False,False,,treatment_a,20.94
M0008497,U01407,2026-03-07T00:00:00,Email,RET_034,Retention,15% скидка,False,False,False,,treatment_a,30.91
M0008498,U01407,2026-03-22T00:00:00,In-App,DIS_026,Discount,Без оффера,False,False,False,,treatment_a,24.76
M0008499,U01407,2026-03-14T00:00:00,Email,RET_007,Retention,15% скидка,True,True,False,,treatment_a,24.93
M0008500,U01407,2026-03-24T00:00:00,In-App,REA_007,Reactivation,10% скидка,False,False,False,,treatment_b,30.98
M0008501,U01407,2026-03-22T00:00:00,SMS,REA_016,Reactivation,10% скидка,False,False,False,,treatment_a,8.47
M0008502,U01407,2026-03-16T00:00:00,Retargeting,RET_023,Retention,10% скидка,False,False,False,,treatment_a,1.05
M0008503,U01407,2026-03-29T00:00:00,Retargeting,RET_026,Retention,Без оффера,False,False,False,,treatment_a,17.89
M0008504,U01407,2026-03-16T00:00:00,In-App,REA_009,Reactivation,Без оффера,False,False,False,,treatment_a,16.83
M0008505,U01407,2026-03-23T00:00:00,In-App,RET_028,Retention,Пробный Ride Pass,False,False,False,,control,12.69
M0008506,U01408,2025-11-29T00:00:00,Email,REA_027,Reactivation,Без оффера,False,False,False,,control,1.8
M0008507,U01408,2025-11-14T00:00:00,Push,DIS_017,Discount,20% скидка,True,False,False,,treatment_b,4.4
M0008508,U01408,2026-01-20T00:00:00,Email,SUB_034,Subscription,Без оффера,False,False,False,,treatment_b,21.56
M0008509,U01408,2025-11-26T00:00:00,Push,RET_035,Retention,10% скидка,False,False,False,,treatment_a,30.45
M0008510,U01408,2026-03-31T00:00:00,SMS,WEL_038,Welcome,10% скидка,False,False,False,,treatment_b,28.2
M0008511,U01408,2026-02-13T00:00:00,Email,RET_023,Retention,Без оффера,False,False,False,,treatment_a,14.71
M0008512,U01408,2026-02-04T00:00:00,Email,WEL_008,Welcome,10% скидка,True,True,False,,treatment_b,19.77
M0008513,U01408,2026-02-20T00:00:00,Email,WEL_025,Welcome,Без оффера,True,True,False,,treatment_a,3.85
M0008514,U01408,2026-03-12T00:00:00,Retargeting,RET_014,Retention,10% скидка,False,False,False,,treatment_a,2.03
M0008515,U01408,2026-03-19T00:00:00,Email,REA_018,Reactivation,Без оффера,True,False,False,,treatment_a,1.67
M0008516,U01408,2026-03-09T00:00:00,Push,SER_027,Service,15% скидка,False,False,False,,treatment_a,31.49
M0008517,U01408,2025-11-30T00:00:00,Retargeting,WEL_025,Welcome,15% скидка,False,False,False,,treatment_a,22.26
M0008518,U01409,2025-09-21T00:00:00,In-App,WEL_029,Welcome,15% скидка,True,True,False,,treatment_b,30.32
M0008519,U01409,2026-02-19T00:00:00,Email,DIS_001,Discount,15% скидка,True,True,False,,treatment_a,6.81
M0008520,U01409,2025-04-25T00:00:00,Push,RET_021,Retention,15% скидка,True,True,False,,treatment_a,11.32
M0008521,U01410,2026-01-16T00:00:00,In-App,SUB_013,Subscription,10% скидка,True,False,False,,control,25.9
M0008522,U01410,2025-02-06T00:00:00,Email,DIS_015,Discount,15% скидка,False,False,False,,treatment_a,14.84
M0008523,U01410,2025-10-20T00:00:00,Email,REA_037,Reactivation,5% скидка,False,False,False,,control,8.27
M0008524,U01410,2025-07-18T00:00:00,Retargeting,REA_016,Reactivation,20% скидка,False,False,False,,treatment_a,3.34
M0008525,U01410,2025-05-06T00:00:00,Push,SER_022,Service,10% скидка,True,False,False,,treatment_b,24.83
M0008526,U01410,2025-02-23T00:00:00,Email,DIS_023,Discount,5% скидка,False,False,False,,control,24.17
M0008527,U01410,2025-06-13T00:00:00,In-App,WEL_014,Welcome,5% скидка,True,True,False,,control,5.52
M0008528,U01411,2026-03-23T00:00:00,Email,RET_027,Retention,15% скидка,True,True,False,,treatment_b,29.68
M0008529,U01411,2026-03-26T00:00:00,In-App,RET_007,Retention,10% скидка,True,False,False,,treatment_b,5.44
M0008530,U01411,2026-03-30T00:00:00,Push,DIS_035,Discount,5% скидка,False,False,True,T0014607,treatment_a,1.89
M0008531,U01411,2026-03-25T00:00:00,Push,RET_027,Retention,Пробный Ride Pass,False,False,False,,treatment_b,11.15
M0008532,U01411,2026-03-27T00:00:00,Email,RET_034,Retention,Без оффера,True,False,False,,treatment_a,15.74
M0008533,U01411,2026-03-31T00:00:00,Email,SUB_010,Subscription,5% скидка,False,False,False,,treatment_a,17.06
M0008534,U01412,2025-03-09T00:00:00,Email,DIS_012,Discount,5% скидка,False,False,False,,treatment_a,22.01
M0008535,U01412,2025-06-02T00:00:00,Push,DIS_032,Discount,10% скидка,True,True,False,,treatment_a,15.1
M0008536,U01412,2025-10-03T00:00:00,SMS,DIS_029,Discount,Без оффера,True,True,False,,treatment_a,12.73
M0008537,U01412,2025-10-13T00:00:00,In-App,RET_013,Retention,5% скидка,True,False,False,,treatment_b,3.44
M0008538,U01412,2025-07-16T00:00:00,Push,SUB_021,Subscription,5% скидка,True,False,False,,treatment_b,31.51
M0008539,U01412,2025-06-28T00:00:00,SMS,WEL_024,Welcome,10% скидка,False,False,False,,treatment_a,16.32
M0008540,U01412,2026-03-01T00:00:00,Push,REA_031,Reactivation,5% скидка,False,False,False,,treatment_b,5.49
M0008541,U01412,2025-02-20T00:00:00,Retargeting,SER_024,Service,20% скидка,False,False,False,,treatment_a,3.48
M0008542,U01412,2025-02-21T00:00:00,SMS,RET_002,Retention,20% скидка,False,False,False,,treatment_a,4.72
M0008543,U01413,2026-03-31T00:00:00,SMS,RET_003,Retention,Без оффера,False,False,False,,treatment_a,11.62
M0008544,U01413,2025-11-07T00:00:00,Push,RET_009,Retention,5% скидка,False,False,False,,treatment_a,1.38
M0008545,U01413,2026-02-05T00:00:00,Push,DIS_026,Discount,10% скидка,False,False,False,,treatment_b,13.82
M0008546,U01413,2026-02-07T00:00:00,Email,RET_034,Retention,Без оффера,True,False,True,T0014654,treatment_a,30.33
M0008547,U01413,2025-10-18T00:00:00,Retargeting,REA_008,Reactivation,Без оффера,True,False,False,,control,28.03
M0008548,U01414,2026-03-15T00:00:00,Email,RET_019,Retention,5% скидка,False,False,False,,treatment_a,10.13
M0008549,U01414,2026-03-18T00:00:00,Retargeting,RET_016,Retention,Без оффера,False,False,False,,treatment_a,13.96
M0008550,U01414,2026-03-19T00:00:00,Email,WEL_008,Welcome,20% скидка,True,False,False,,control,2.96
M0008551,U01414,2026-03-25T00:00:00,Push,REA_011,Reactivation,Без оффера,False,False,False,,treatment_a,16.06
M0008552,U01414,2026-03-18T00:00:00,In-App,DIS_037,Discount,Без оффера,False,False,True,T0014658,control,14.37
M0008553,U01414,2026-03-29T00:00:00,Push,WEL_035,Welcome,Без оффера,True,False,False,,treatment_a,19.53
M0008554,U01415,2025-12-30T00:00:00,Push,WEL_028,Welcome,Без оффера,False,False,False,,treatment_a,24.32
M0008555,U01415,2025-11-13T00:00:00,Push,DIS_026,Discount,15% скидка,True,False,False,,treatment_b,4.88
M0008556,U01415,2025-08-25T00:00:00,SMS,SER_022,Service,10% скидка,False,False,False,,treatment_a,28.55
M0008557,U01415,2025-11-10T00:00:00,SMS,REA_016,Reactivation,5% скидка,True,True,False,,treatment_a,17.98
M0008558,U01415,2025-07-19T00:00:00,Email,DIS_015,Discount,Пробный Ride Pass,False,False,False,,treatment_b,1.19
M0008559,U01415,2025-06-27T00:00:00,Email,DIS_015,Discount,5% скидка,False,False,False,,control,3.3
M0008560,U01415,2025-08-18T00:00:00,Push,REA_034,Reactivation,5% скидка,False,False,False,,treatment_a,5.42
M0008561,U01416,2025-10-10T00:00:00,Push,RET_007,Retention,20% скидка,False,False,False,,treatment_a,4.33
